"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","batch_size","dropout_rate","embedding","focal_gamma","l1_lambda","label_smoothing","learning_rate","loss_reduction","loss_type","lr_scheduler","method","metric.goal","metric.name","model_dim","norm_first","num_encoder_layers","num_heads","optimizer","parameters.activations","parameters.batch_sizes","parameters.dropout_rates","parameters.embeddings","parameters.focal_gammas","parameters.l1_lambdas","parameters.label_smoothings","parameters.learning_rates","parameters.loss_reductions","parameters.loss_types","parameters.lr_schedulers","parameters.model_dims","parameters.norm_firsts","parameters.num_encoder_layerss","parameters.num_headss","parameters.optimizers","parameters.pooling_types","parameters.pos_encoding_scalings","parameters.weight_decays","pooling_type","pos_encoding_scaling","weight_decay","best_model_path","train/accuracy","train/f1_macro","train/f1_weighted","train/loss","train/precision_macro","train/precision_weighted","train/recall_macro","train/recall_weighted","val/accuracy","val/f1_score_macro","val/f1_score_weighted","val/loss","val/precision_macro","val/precision_weighted","val/recall_macro","val/recall_weighted"
"morning-sweep-27","finished","-","","","2025-02-02T23:06:17.000Z","2843","ye0zge1d","relu","256","0.2","true","0","0","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","128","true","1","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/morning-sweep-27_mfm295hg/model_epoch_39_loss_0.9154.pt","0.9353566647387856","0.373613925512889","0.9293716275619992","0.23707547049591507","0.407815254016461","0.9384612950286856","0.38563059259855575","0.9353566647387856","0.9106940524505056","0.3490344002469237","0.9102764560265107","0.24843449914141705","0.3547004759645468","0.921079820671288","0.36009642553837024","0.9106940524505056"
"true-sweep-26","finished","-","","","2025-02-02T20:53:51.000Z","7944","ye0zge1d","relu","128","0.2","true","2","0.00001","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","512","true","5","2","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/true-sweep-26_8gw8q8ye/model_epoch_12_loss_0.9480.pt","0.9793730207200028","0.6970164430268083","0.979074677236415","0.03246315158002163","0.7167865335016224","0.978977976928978","0.6916931793806447","0.9793730207200028","0.9394738468511156","0.6448039074903036","0.945747902605456","0.12711980665396702","0.6552044203411838","0.9704476825124952","0.6770120754033748","0.9394738468511156"
"dark-sweep-25","finished","-","","","2025-02-02T19:47:50.000Z","3957","ye0zge1d","gelu","64","0.3","true","1","0.0001","0.05","0.0001","mean","focal","CosineAnnealingLR","","","","256","false","4","2","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/dark-sweep-25_fig1atpt/model_epoch_12_loss_0.9510.pt","0.9771283200336502","0.6003363179274382","0.976297352381139","0.0443080843512273","0.6289655916015788","0.9760105850241256","0.5980054433514262","0.9771283200336502","0.9491563832636328","0.5768475689381646","0.9508112608678128","0.10145571096998894","0.5924842013280438","0.9705304151375984","0.6025649109326916","0.9491563832636328"
"cosmic-sweep-24","finished","-","","","2025-02-02T19:14:30.000Z","1998","ye0zge1d","relu","64","0.4","true","0","0.00001","0.05","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","5","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/cosmic-sweep-24_tzbh6n1y/model_epoch_0_loss_0.7428.pt","0.30979700625685036","0.017486406637982913","0.19445173438393043","0.6706878204693089","0.015685298401277324","0.1668456770838558","0.026746984715964817","0.30979700625685036","0.35487526008940895","0.015387555250056832","0.2255588309308051","0.6976893900332872","0.011484631027138387","0.1762803401919538","0.029094465953445215","0.35487526008940895"
"silver-sweep-23","finished","-","","","2025-02-02T17:45:33.000Z","5333","ye0zge1d","relu","128","0.3","true","3","0.0001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","512","false","1","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/silver-sweep-23_zulp3fgs/model_epoch_35_loss_0.9523.pt","0.968816860735534","0.6387887502354952","0.9692492548868687","0.01990506505680065","0.6425260757773259","0.9703568601062516","0.6484680902498516","0.968816860735534","0.9349003934817988","0.636460172759776","0.9438649330758772","0.09429549901884024","0.6488202211090943","0.9700773944088856","0.669331527616193","0.9349003934817988"
"clear-sweep-22","finished","-","","","2025-02-02T16:05:44.000Z","5985","ye0zge1d","gelu","64","0.3","true","1","0.00001","0.1","0.00001","mean","focal","CosineAnnealingLR","","","","256","true","6","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/clear-sweep-22_1moycv9k/model_epoch_16_loss_0.9511.pt","0.9821435071527084","0.6978702011908059","0.9817402656382914","0.03743642869376043","0.7451241352924843","0.9817512123555436","0.6907282895231847","0.9821435071527084","0.9479615170680455","0.6214789879593696","0.9506127400440187","0.13848689522720312","0.6383416075842503","0.9732892373203068","0.6483310742021181","0.9479615170680455"
"swept-sweep-21","finished","-","","","2025-02-02T15:18:07.000Z","2854","ye0zge1d","gelu","256","0.3","true","0","0","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","256","false","5","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/swept-sweep-21_yig5y9e9/model_epoch_7_loss_0.7657.pt","0.7124801313655464","0.31454044819743177","0.7527911037154174","0.6679839839846451","0.29959018783239855","0.8265781545122043","0.35736148902696374","0.7124801313655464","0.7263756412105231","0.2910003886837776","0.7043705929029285","0.7226355336214366","0.3219438353396881","0.8137618644371247","0.34650704475085775","0.7263756412105231"
"honest-sweep-20","finished","-","","","2025-02-02T13:37:46.000Z","6015","ye0zge1d","gelu","128","0.2","true","1","0.0001","0","0.00001","mean","focal","ReduceLROnPlateau","","","","256","true","2","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/honest-sweep-20_30ge4suy/model_epoch_43_loss_0.9239.pt","0.9469643962159604","0.5239889281263853","0.9475367667404524","0.05006335962006502","0.5270533516756004","0.9497018987956384","0.5450059267069632","0.9469643962159604","0.9184194804392164","0.4988807917523412","0.923786943455234","0.10421145193670923","0.5178107173130531","0.9476174202324013","0.5295315435023467","0.9184194804392164"
"leafy-sweep-19","finished","-","","","2025-02-02T12:29:55.000Z","4068","ye0zge1d","relu","128","0.3","true","3","0.0001","0.01","0.001","mean","focal","ReduceLROnPlateau","","","","512","true","4","8","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/leafy-sweep-19_bomswzo8/model_epoch_4_loss_0.9402.pt","0.9554699917896532","0.5875815288334485","0.9564070850981602","0.02883213391314467","0.5773304134585701","0.957870510986878","0.6061311816781965","0.9554699917896532","0.9272161677756948","0.610461886059438","0.938795340689398","0.08842508526408653","0.6410367062911908","0.9687207735977558","0.6279081043889588","0.9272161677756948"
"exalted-sweep-18","finished","-","","","2025-02-02T11:15:14.000Z","4479","ye0zge1d","relu","64","0.1","true","1","0.00001","0.1","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","6","4","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/exalted-sweep-18_thjeprgn/model_epoch_1_loss_0.6708.pt","0.6945023033460196","0.09536767337429576","0.6268300910937207","0.5161040036651782","0.11560901551762784","0.6069544103043177","0.10387438322334308","0.6945023033460196","0.6956387383861066","0.09643075006898932","0.6442958853230901","0.5249738232655958","0.09134803757560536","0.6279052443166386","0.1172478237979687","0.6956387383861066"
"fanciful-sweep-17","finished","-","","","2025-02-02T10:20:35.000Z","3275","ye0zge1d","relu","64","0.4","true","1","0.00001","0.1","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","2","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/fanciful-sweep-17_kpf3r3lq/model_epoch_7_loss_0.6128.pt","0.6051551270177028","0.06391016430397906","0.5153845027844398","0.6084767573553583","0.06361980933245778","0.46877012460328554","0.0747355887393039","0.6051551270177028","0.5836303331204549","0.05039393386812833","0.5332828567469966","0.6077971414457982","0.045905641388090446","0.502737277208163","0.06020347297636156","0.5836303331204549"
"dulcet-sweep-16","finished","-","","","2025-02-02T09:51:15.000Z","1757","ye0zge1d","gelu","256","0.4","true","2","0","0","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/dulcet-sweep-16_f49v7j6a/model_epoch_3_loss_0.9028.pt","0.7744904933892554","0.1906074520917415","0.7517651216304362","0.2212668861846746","0.19801412187265824","0.742630911956127","0.2041334224377362","0.7744904933892554","0.8256937434333862","0.20759682849038555","0.8021442675189939","0.21478144949988315","0.19890499414496113","0.8073726579285515","0.23723954622797536","0.8256937434333862"
"fluent-sweep-15","finished","-","","","2025-02-02T09:28:26.000Z","1365","ye0zge1d","gelu","128","0.4","true","3","0","0","0.001","mean","focal","ReduceLROnPlateau","","","","256","false","4","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/fluent-sweep-15_ph3f89o8/model_epoch_1_loss_0.3193.pt","0.5405522368139002","0.11362208465955766","0.5318847759177593","0.17680302403065112","0.11633951951405856","0.557818886515578","0.13549024262981849","0.5405522368139002","0.2855730207453493","0.015621134549015337","0.15785710525291888","0.7668325825741417","0.013517224977861004","0.11548896242937776","0.03455922638888435","0.2855730207453493"
"morning-sweep-14","finished","-","","","2025-02-02T08:06:01.000Z","4940","ye0zge1d","relu","128","0.2","true","2","0.0001","0","0.001","mean","focal","ReduceLROnPlateau","","","","256","true","4","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/morning-sweep-14_qs67263q/model_epoch_22_loss_0.9345.pt","0.945459840080243","0.5705738319548398","0.9471106546168324","0.03312795342312062","0.5550670212575121","0.9499499629016604","0.5957993574454609","0.945459840080243","0.9267217403844172","0.5554033834198819","0.930825923803755","0.09082072370097433","0.5735588759656253","0.952636781480384","0.5852634901124434","0.9267217403844172"
"eager-sweep-13","finished","-","","","2025-02-02T06:53:51.000Z","4326","ye0zge1d","gelu","256","0.3","true","2","0","0","0.001","mean","focal","CosineAnnealingLR","","","","128","false","6","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/eager-sweep-13_udnoxjdp/model_epoch_31_loss_0.9489.pt","0.9738441813718156","0.6607497708461386","0.9747704097189686","0.017097116516285777","0.6393715671238855","0.9763751519946776","0.6982088695886346","0.9738441813718156","0.938979419459838","0.6695005387747546","0.9423596803997764","0.10901075372178304","0.6676339543461285","0.962503066227471","0.712133629216006","0.938979419459838"
"smooth-sweep-12","finished","-","","","2025-02-02T04:54:44.000Z","7141","ye0zge1d","gelu","256","0.4","true","3","0","0.05","0.00001","mean","focal","ReduceLROnPlateau","","","","128","false","6","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/smooth-sweep-12_k79ltygf/model_epoch_60_loss_0.9348.pt","0.9695448717689454","0.5916434708322444","0.9694655217989542","0.034947755969733034","0.5958775912720584","0.9696905472450784","0.595837160836997","0.9695448717689454","0.934096948970973","0.6298972164926417","0.9338391373604652","0.11117242090404034","0.6544435075817147","0.9481508376774368","0.6504130421973474","0.934096948970973"
"visionary-sweep-11","finished","-","","","2025-02-02T04:14:00.000Z","2441","ye0zge1d","gelu","256","0.3","true","1","0.0001","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","4","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/visionary-sweep-11_vcbouprh/model_epoch_18_loss_0.8939.pt","0.9411281744314436","0.3487510559442843","0.9310861012046844","0.2445968167227741","0.3775083783805701","0.9322131197825452","0.35506601213997097","0.9411281744314436","0.9016089491357822","0.3171248895753435","0.8912366093081965","0.2826073841044777","0.3129650871987813","0.900995286272663","0.33875565198876234","0.9016089491357822"
"colorful-sweep-10","finished","-","","","2025-02-02T03:42:57.000Z","1859","ye0zge1d","gelu","256","0.4","true","3","0.0001","0.05","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","1","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/colorful-sweep-10_3l2lm57n/model_epoch_18_loss_0.9515.pt","0.973787558291439","0.6290671436492566","0.973198060643363","0.030222358756677455","0.6521148330977554","0.9730641030633576","0.623398987058085","0.973787558291439","0.9490533775571168","0.5988199374979362","0.950236672302301","0.0875811377050061","0.6289042897635932","0.9702341503697663","0.6093051698293181","0.9490533775571168"
"serene-sweep-9","finished","-","","","2025-02-02T00:41:28.000Z","10884","ye0zge1d","relu","128","0.2","true","1","0","0","0.000001","mean","focal","ReduceLROnPlateau","","","","128","false","6","2","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/serene-sweep-9_hah98isw/model_epoch_77_loss_0.9331.pt","0.9519310492661244","0.5880577504611243","0.9533640257412984","0.03982833256717486","0.6183233873614601","0.9568293856562629","0.5994546994750323","0.9519310492661244","0.9283492305473724","0.5726264376079823","0.9309998975851768","0.11171364189174614","0.583846281194307","0.943589376096439","0.6005523751305496","0.9283492305473724"
"neat-sweep-8","finished","-","","","2025-02-01T21:44:31.000Z","10611","ye0zge1d","relu","256","0.3","true","3","0","0.01","0.000001","mean","focal","CosineAnnealingLR","","","","512","true","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/neat-sweep-8_6cz2m06x/model_epoch_84_loss_0.9385.pt","0.9539977916998652","0.5590675385794345","0.9556051118501032","0.03512928027208455","0.5432413167879985","0.9581120738371586","0.5858940602354793","0.9539977916998652","0.933643723862302","0.5720962857248351","0.9384671364572686","0.10206345337394036","0.5864152990445287","0.961682626106202","0.6165574193374589","0.933643723862302"
"fast-sweep-7","finished","-","","","2025-02-01T19:42:23.000Z","7323","ye0zge1d","gelu","128","0.2","true","1","0","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","512","true","2","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/fast-sweep-7_ff1r8do1/model_epoch_29_loss_0.9500.pt","0.987397320110496","0.9028692690012304","0.986962105047404","0.028192440740204043","0.9091710864193356","0.9879416427101","0.9031160086203512","0.987397320110496","0.9483941410354132","0.8629537044884481","0.949845736381568","0.18874955616744332","0.8700954584636312","0.9670994272501172","0.8826331364222253","0.9483941410354132"
"glorious-sweep-6","finished","-","","","2025-02-01T17:56:43.000Z","6333","ye0zge1d","gelu","64","0.1","true","1","0","0","0.000001","mean","focal","CosineAnnealingLR","","","","256","true","1","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/glorious-sweep-6_ishya3f7/model_epoch_40_loss_0.7967.pt","0.8655970297149836","0.23035046916696708","0.8385039531147521","0.30049463047397246","0.25515489093951754","0.8411477920406589","0.2519507851741515","0.8655970297149836","0.8151047568035269","0.192512773787728","0.7905793419861638","0.33318979853619385","0.20113275434279848","0.8021034536948164","0.21773687521433724","0.8151047568035269"
"twilight-sweep-5","finished","-","","","2025-02-01T06:49:08.000Z","40050","ye0zge1d","gelu","128","0.4","true","0","0.00001","0.1","0.000001","mean","focal","CosineAnnealingLR","","","","512","false","5","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/twilight-sweep-5_m5un3e25/model_epoch_92_loss_0.9041.pt","0.9295891995518688","0.42608443223061887","0.9296754027328032","0.5965840851668245","0.4409633734693032","0.9357343227595982","0.44836983070148473","0.9295891995518688","0.8910611647885293","0.3948005214784037","0.9038854927006283","0.6571776501442257","0.4073699647732249","0.9349942028766712","0.4214083194623629","0.8910611647885293"
"solar-sweep-4","finished","-","","","2025-02-01T02:23:41.000Z","15924","ye0zge1d","relu","64","0.2","true","2","0.0001","0.2","0.000001","mean","focal","CosineAnnealingLR","","","","512","false","6","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/solar-sweep-4_cokywllp/model_epoch_24_loss_0.9528.pt","0.9807885977294144","0.6417887157696673","0.9797081504534916","0.047531448694662574","0.6735085889878476","0.9796609488998894","0.6372389546345082","0.9807885977294144","0.9504748563070394","0.6280829806526664","0.9523090338628551","0.1460714940850567","0.6506909144510111","0.9690839582116064","0.6364697478652436","0.9504748563070394"
"likely-sweep-3","finished","-","","","2025-02-01T00:35:25.000Z","6492","ye0zge1d","gelu","64","0.2","true","3","0.00001","0.1","0.0001","mean","focal","CosineAnnealingLR","","","","512","true","5","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/likely-sweep-3_cbdu1kuv/model_epoch_7_loss_0.9588.pt","0.984663234229461","0.8142594596020796","0.9842645452154553","0.01597212159016895","0.8262705810896201","0.9847146794136862","0.809962090911611","0.984663234229461","0.9534620217960076","0.7995814208470784","0.9554326709280732","0.08372849147897839","0.8242451433795699","0.9722992977865024","0.8157133427955203","0.9534620217960076"
"honest-sweep-2","finished","-","","","2025-01-31T23:14:25.000Z","4857","ye0zge1d","relu","256","0.1","true","1","0.00001","0.01","0.00001","mean","focal","ReduceLROnPlateau","","","","512","true","6","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/honest-sweep-2_bgeowpw1/model_epoch_2_loss_0.9085.pt","0.9341392685106916","0.4444931942417054","0.9340309505689928","0.08712971246344332","0.4598303195740294","0.9376395461725572","0.4597758327878096","0.9341392685106916","0.8956758204404524","0.4353865523048074","0.8992231860791057","0.13236603585905152","0.433839087468893","0.9170741242758376","0.47363748024423485","0.8956758204404524"
"solar-sweep-1","finished","-","","","2025-01-31T18:00:19.000Z","18843","ye0zge1d","relu","256","0.4","true","1","0.00001","0","0.00001","mean","focal","CosineAnnealingLR","","","","512","false","6","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/solar-sweep-1_nvxzbxmw/model_epoch_32_loss_0.9564.pt","0.9751262896917682","0.7415049257262964","0.9760646498475892","0.01893035153227841","0.7307228730361354","0.9776866642898936","0.7666158406410483","0.9751262896917682","0.9505778620135557","0.7772126548461881","0.954896502120831","0.12070376229913612","0.7706663722872845","0.9724242800803417","0.8171973582243712","0.9505778620135557"
"robust-sweep-1","failed","-","","","2025-01-31T17:41:56.000Z","484","fbz28hv8","gelu","64","0.2","true","1","0.0001","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","128","true","6","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/robust-sweep-1_pgjab35j/model_epoch_1_loss_0.5803.pt","0.5337048885940894","0.07603793383070971","0.4810455719201048","0.7098431042540148","0.08723883468311654","0.463827503397516","0.07800607675713758","0.5337048885940894","0.6423847881172617","0.08368223706749922","0.5802905894184762","0.6479317061357661","0.08726894761939027","0.534026654842024","0.09291976138251472","0.6423847881172617"
"hearty-sweep-1","crashed","-","","","2025-01-31T17:31:15.000Z","33","hg7ycgih","relu","128","0.1","true","2","0.00001","0.2","0.00001","mean","focal","ReduceLROnPlateau","","","","128","false","5","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","","","","","","","","","","","","","","","","",""
